1 118.2
2 111.52
3 90.26
4 72.7
5 118.7
6 85.82
7 72.4
8 102.78
9 89.48
10 102.98
11 114.54
12 100.08
13 115.72
14 107.08
15 95.52
16 106.9
17 89.4
18 126.54
19 124.24
20 80.12
21 93.58
22 88.2
23 84.64
24 112.14
25 117.18
26 103.78
27 107.5
28 88.2
29 96.16
30 90.58
31 97.86
32 128.46
33 99.06
34 124.26
35 88.36
36 133.14
37 104.04
38 109.02
39 104.82
40 71.7
41 98.96
42 79.46
43 102.98
44 97.76
45 89.06
46 98.48
47 95.84
48 121.56
49 99.54
50 92.58
51 81.5
52 95.94
53 89.36
54 94.06
55 106.42
56 138.48
57 85.52
58 107.64
59 103.2
60 93.94
61 105.34
62 88.24
63 86.26
64 109.18
65 95.78
66 102.2
67 80.6
68 92.58
69 91.08
70 84
71 83.92
72 97.88
73 89.48
74 101.94
75 84.08
76 99.6
77 98.76
78 109.24
79 81.56
80 88.24
81 69.36
82 127.9
83 110.54
84 82.16
85 109.3
86 96.18
87 75.74
88 92.6
89 99.62
90 85.88
91 100.22
92 122.16
93 83.16
94 59.38
95 108.28
96 106.88
97 88.46
98 92.24
99 81.94
100 119.92
