  0.00265625    0.692695     0.43386    0.521972      1.6929     1.08424      1.1492    0.824495    -1.21665    0.437286    -1.07392    -1.90904
    0.391967    0.244518    0.513425    0.525987    0.227721    0.700767     0.64792    0.960836    -1.02678    -1.72549     2.28422     0.31505
     0.20857    0.621571    0.460108     0.50773     1.67667    0.614321    0.993484     1.08818    -1.52913    -0.27582   0.0367187    0.129577
    0.737173    0.553603     0.51009     0.54657    0.964534     1.30723    0.967759    0.919371     6.17029    0.755029    0.201114     0.27085
    0.890931    0.610355    0.426617    0.493751     2.04727     2.13059    0.929077    0.905876   -0.119699      6.0881   -0.148149     -4.8556
    0.357283    0.821221    0.355195    0.483685     1.46888     1.32588    0.575749     0.88656    -1.68826   -0.159302    -1.52056   0.0706402
    0.442415    0.446767    0.582336    0.437326     1.02719     1.21912    0.663323     1.03064    -4.23879   -0.329328    0.780652    0.616589
    0.351993    0.489711    0.548456    0.487209    0.752656    0.877574     1.32892     1.01204    -14.4894    0.667159    0.825144     0.72145
    0.406782    0.579073    0.418831    0.487021     1.09184     0.86099      1.1342     1.14049    0.852967     1.86082     4.73944     4.23654
    0.947501    0.495196    0.424885    0.522652    0.249395    0.217163    0.995385     0.92121   -0.123298     1.27485    0.341559   -0.923486
    0.186073    0.318455    0.496536    0.503108      2.7222     1.09869     1.64798     1.17049     1.23729    0.341424    -1.32551    0.555575
   0.0366691    0.510583    0.540062    0.472125    0.168585    0.202424    0.941035     1.05354   -0.434574    0.645831    0.597849    -1.52503
     0.70245    0.601274     0.42454    0.526495    0.248313     1.43585    0.715442     1.04439    -1.85326  0.00161766   -0.767884     3.49719
    0.367447    0.611344    0.514537    0.543662     1.31992    0.226648     1.03344     1.02114     0.28304     5.12933     4.97649     -5.0884
   0.0112165    0.894942    0.525717    0.475589    0.932985     1.34301     1.36193     1.11182    0.898334    0.579675   0.0850934  -0.0442506
    0.884618     0.62925     0.45783    0.502183    0.368997    0.871827     1.00908     1.07283     -8.5178     147.842     1.42283     1.00479
    0.408339    0.599035    0.626403    0.526968    0.516975     1.16124    0.624694    0.910683    0.871104    -0.48888    -4.21212   -0.139773
    0.809983    0.576661    0.430128    0.489258    0.876266      1.4279    0.870398     1.11466     4.18348   0.0301099    -35.9128   -0.977625
   0.0343891    0.475976    0.570118    0.507106    0.583521    0.701655     1.33693     1.12455    -6.04914   -0.201692    0.230203   -0.132265
    0.523744    0.542438     0.56101    0.517787    0.946516    0.498768      1.2062    0.896261    0.471544    -9.34679   -0.391823     -1.2152
