10000 0.50254 0 0.0828376 0
20000 0.500986 0.00155409 0.0839325 0.00109496
30000 0.500514 0.00101385 0.0834218 0.000812736
40000 0.499011 0.00166494 0.0836037 0.000602807
50000 0.498832 0.001302 0.083517 0.000474917
60000 0.499553 0.00128422 0.0833842 0.000409886
70000 0.499749 0.00110294 0.0833038 0.00035562
80000 0.499403 0.00101593 0.0832073 0.00032274
90000 0.499234 0.000911762 0.0831462 0.000291103
100000 0.499495 0.000856239 0.0832814 0.000293373
110000 0.499663 0.000792668 0.0832482 0.000267439
120000 0.499839 0.00074453 0.0832448 0.00024416
130000 0.499575 0.00073391 0.083371 0.000257603
140000 0.499571 0.000679482 0.0834518 0.00025181
150000 0.499485 0.000638363 0.0835149 0.00024277
160000 0.499429 0.000599776 0.0834796 0.00022982
170000 0.49939 0.000564686 0.0834645 0.000216403
180000 0.499379 0.000532519 0.0834518 0.000204426
190000 0.499313 0.000508019 0.0834565 0.000193426
200000 0.499292 0.000482377 0.0834725 0.000184195
210000 0.499321 0.000459741 0.0835128 0.000179768
220000 0.499168 0.000464317 0.0835001 0.000171868
230000 0.499203 0.000445046 0.0835095 0.000164494
240000 0.499131 0.000432132 0.0835491 0.000162398
250000 0.499343 0.000465626 0.0835582 0.000156027
260000 0.499326 0.000447702 0.0835961 0.000154628
270000 0.499489 0.00046077 0.083595 0.000148795
280000 0.499491 0.000444012 0.083566 0.000146293
290000 0.499561 0.000434159 0.0835715 0.000141268
300000 0.499609 0.000422169 0.0835722 0.00013648
310000 0.499644 0.000409786 0.0835532 0.000133355
320000 0.499763 0.00041429 0.0834955 0.000141429
330000 0.499692 0.000407698 0.0834522 0.000143771
340000 0.499589 0.000408719 0.0834262 0.00014187
350000 0.499605 0.000397163 0.0834114 0.000138548
360000 0.499439 0.000419881 0.0834638 0.000144463
370000 0.499431 0.000408464 0.0834581 0.000140619
380000 0.499453 0.000398184 0.0834612 0.000136904
390000 0.499541 0.000397667 0.0834561 0.000133447
400000 0.499503 0.000389471 0.0834488 0.00013027
410000 0.499543 0.000381938 0.083472 0.000129153
420000 0.499622 0.000381168 0.0834552 0.00012716
430000 0.499668 0.000374984 0.0834366 0.000125553
440000 0.499767 0.000379537 0.0834463 0.000123054
450000 0.49969 0.00037899 0.0834429 0.000120335
460000 0.499635 0.000374712 0.0834434 0.000117691
470000 0.499566 0.000373004 0.0834347 0.000115486
480000 0.499465 0.000378903 0.0834159 0.000114609
490000 0.499531 0.000376875 0.0834267 0.000112763
500000 0.499508 0.000369982 0.083418 0.000110826
510000 0.499525 0.000363086 0.0834272 0.000109018
520000 0.499529 0.000356055 0.0834302 0.000106943
530000 0.499578 0.000352612 0.0834414 0.000105502
540000 0.499512 0.000352153 0.0834368 0.000103631
550000 0.499532 0.000346268 0.0834356 0.000101737
560000 0.499587 0.000344383 0.0834295 0.000100092
570000 0.499641 0.000342696 0.0834158 9.92708e-05
580000 0.499743 0.000351599 0.0834062 9.80107e-05
590000 0.499728 0.000345905 0.0834003 9.65139e-05
600000 0.499732 0.000340113 0.0834031 9.49308e-05
610000 0.499756 0.000335375 0.0834289 9.6873e-05
620000 0.499737 0.000330473 0.0834273 9.53114e-05
630000 0.499796 0.000330565 0.0834256 9.3802e-05
640000 0.499747 0.000328997 0.0833987 9.61626e-05
650000 0.499818 0.000331396 0.083407 9.50367e-05
660000 0.499878 0.000331949 0.0834122 9.37287e-05
670000 0.49991 0.000328495 0.0834047 9.26244e-05
680000 0.499922 0.000323865 0.0834255 9.3596e-05
690000 0.499993 0.000326846 0.0834388 9.31904e-05
700000 0.499956 0.000324298 0.0834368 9.18715e-05
710000 0.499907 0.000323372 0.0834459 9.10243e-05
720000 0.499811 0.000333097 0.083437 9.01952e-05
730000 0.499813 0.000328508 0.0834326 8.90579e-05
740000 0.499834 0.000324716 0.0834414 8.82805e-05
750000 0.499886 0.000324582 0.0834361 8.7258e-05
760000 0.499894 0.000320385 0.0834371 8.61081e-05
770000 0.499841 0.000320546 0.0834564 8.71564e-05
780000 0.499803 0.00031868 0.0834386 8.78491e-05
790000 0.499776 0.000315794 0.0834313 8.7038e-05
800000 0.499788 0.000312061 0.0834224 8.6406e-05
810000 0.499725 0.000314727 0.0834078 8.6564e-05
820000 0.499729 0.000310902 0.0833907 8.72076e-05
830000 0.4997 0.00030852 0.0833932 8.61869e-05
840000 0.499676 0.000305775 0.0833848 8.55689e-05
850000 0.499638 0.000304505 0.0833746 8.51616e-05
860000 0.499678 0.000303568 0.0833779 8.42296e-05
870000 0.499694 0.000300487 0.0833803 8.32889e-05
880000 0.499713 0.00029768 0.0833888 8.27775e-05
890000 0.499687 0.000295524 0.0833868 8.18656e-05
900000 0.499672 0.000292592 0.0833902 8.10214e-05
910000 0.499657 0.000289776 0.0833819 8.05528e-05
920000 0.499679 0.000287493 0.0833843 7.97078e-05
930000 0.499656 0.000285304 0.0833728 7.96784e-05
940000 0.499665 0.000282396 0.0833874 8.01675e-05
950000 0.499677 0.000279659 0.0833777 7.99115e-05
960000 0.499709 0.000278553 0.0833811 7.91476e-05
970000 0.499704 0.000275709 0.083388 7.86282e-05
980000 0.499667 0.000275388 0.0833811 7.81214e-05
990000 0.499653 0.000272954 0.0833825 7.73398e-05
1000000 0.499644 0.000270347 0.0833787 7.66578e-05
